sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
13926,1,1,1,0,-1,-2,-3,28,-4,24,-8
13927,1,1,1,0,7,-3,4,5,-4,1,0.25
13928,1,1,1,0,-9,-2,-11,1,16,17,-1.54545
13929,1,1,1,0,1,-2,-1,-2,10,8,-8
13930,1,1,1,0,-10,2,-8,20,-9,11,-1.375
13931,1,1,1,0,3,1,4,3,-4,-1,-0.25
13932,1,1,1,0,-9,3,-6,14,-4,10,-1.66667
13933,1,1,1,0,-31,1,-30,-33,-5,-38,1.26667
13934,1,1,1,0,-15,-1,-16,-1,7,6,-0.375
13935,1,1,1,0,35,1,36,-10,-18,-28,-0.777778
13936,1,1,1,0,-5,-1,-6,-11,4,-7,1.16667
13937,1,1,1,0,-37,-1,-38,4,6,10,-0.263158
13938,1,1,1,0,-22,3,-19,-8,-3,-11,0.578947
13939,1,1,1,0,3,4,7,-5,-2,-7,-1
13940,1,1,1,0,-8,-4,-12,13,-1,12,-1
13941,1,1,1,0,7,-7,0,8,2,10,0
13942,1,1,1,0,11,1,12,-13,4,-9,-0.75
13943,1,1,1,0,-7,0,-7,8,-2,6,-0.857143
13944,1,1,1,0,-15,0,-15,9,4,13,-0.866667
13945,1,1,1,0,12,0,12,9,-3,6,0.5
13946,1,1,1,0,1,-3,-2,-12,9,-3,1.5
13947,1,1,1,0,3,2,5,4,4,8,1.6
13948,1,1,1,0,-14,1,-13,-1,-1,-2,0.153846
13949,1,1,1,0,0,-1,-1,-1,3,2,-2
13950,1,1,1,0,-22,-1,-23,-2,-5,-7,0.304348
13951,1,1,1,0,-6,-1,-7,19,1,20,-2.85714
13952,1,1,1,0,-7,1,-6,20,5,25,-4.16667
13953,1,1,1,0,-9,1,-8,13,3,16,-2
13954,1,1,1,0,-1,2,1,17,-12,5,5
13955,1,1,1,0,6,0,6,27,3,30,5
13956,1,1,1,0,22,3,25,-24,-8,-32,-1.28
13957,1,1,1,0,10,1,11,2,3,5,0.454545
13958,1,1,1,0,-3,1,-2,2,-5,-3,1.5
13959,1,1,1,0,-8,-2,-10,-7,-12,-19,1.9
13960,1,1,1,0,-43,2,-41,20,-1,19,-0.463415
13961,1,1,1,0,-13,2,-11,-24,7,-17,1.54545
13962,1,1,1,0,-5,1,-4,-4,11,7,-1.75
13963,1,1,1,0,-15,-3,-18,-9,5,-4,0.222222
13964,1,1,1,0,20,-3,17,11,-1,10,0.588235
13965,1,1,1,0,-4,1,-3,-7,13,6,-2
13966,1,1,1,0,-6,-1,-7,-24,-19,-43,6.14286
13967,1,1,1,0,-7,0,-7,-10,-6,-16,2.28571
13968,1,1,1,0,-5,1,-4,27,2,29,-7.25
13969,1,1,1,0,-14,-1,-15,-1,10,9,-0.6
13970,1,1,1,0,-11,-4,-15,18,5,23,-1.53333
13971,1,1,1,0,-4,-3,-7,3,3,6,-0.857143
13972,1,1,1,0,-18,-2,-20,15,0,15,-0.75
13973,1,1,1,0,-11,2,-9,-19,-4,-23,2.55556
13974,1,1,1,0,2,1,3,1,-10,-9,-3
13975,1,1,1,0,-12,-1,-13,-20,4,-16,1.23077
13976,1,1,1,0,22,-3,19,14,-3,11,0.578947
13977,1,1,1,0,-10,-1,-11,-1,-3,-4,0.363636
13978,1,1,1,0,-4,-4,-8,-9,11,2,-0.25
13979,1,1,1,0,-20,-2,-22,-21,8,-13,0.590909
13980,1,1,1,0,-3,3,0,-4,-9,-13,0
13981,1,1,1,0,-13,3,-10,13,9,22,-2.2
13982,1,1,1,0,9,3,12,3,-2,1,0.0833333
13983,1,1,1,0,-8,2,-6,-17,1,-16,2.66667
13984,1,1,1,0,18,-2,16,-30,2,-28,-1.75
13985,1,1,1,0,7,-2,5,-21,4,-17,-3.4
13986,1,1,1,0,-10,1,-9,1,4,5,-0.555556
13987,1,1,1,0,-11,2,-9,2,7,9,-1
13988,1,1,1,0,-7,1,-6,13,7,20,-3.33333
13989,1,1,1,0,12,-4,8,24,10,34,4.25
13990,1,1,1,0,21,2,23,10,-1,9,0.391304
13991,1,1,1,0,-11,3,-8,7,3,10,-1.25
13992,1,1,1,0,51,0,51,-4,-8,-12,-0.235294
13993,1,1,1,0,-5,-3,-8,3,4,7,-0.875
13994,1,1,1,0,4,-1,3,10,-9,1,0.333333
13995,1,1,1,0,-13,1,-12,19,3,22,-1.83333
13996,1,1,1,0,4,-2,2,-5,-9,-14,-7
13997,1,1,1,0,18,-1,17,0,6,6,0.352941
13998,1,1,1,0,4,-3,1,-13,-2,-15,-15
13999,1,1,1,0,30,-2,28,-8,-9,-17,-0.607143
14000,1,1,1,0,11,1,12,0,8,8,0.666667
14001,1,1,1,0,2,-1,1,-8,-9,-17,-17
14002,1,1,1,0,1,1,2,-7,-2,-9,-4.5
14003,1,1,1,0,30,2,32,14,-2,12,0.375
14004,1,1,1,0,-12,-1,-13,4,-6,-2,0.153846
14005,1,1,1,0,21,1,22,8,6,14,0.636364
14006,1,1,1,0,-21,0,-21,-8,7,-1,0.047619
14007,1,1,1,0,18,0,18,-10,9,-1,-0.0555556
14008,1,1,1,0,28,-3,25,-4,-3,-7,-0.28
14009,1,1,1,0,34,0,34,-17,-2,-19,-0.558824
14010,1,1,1,0,1,-1,0,7,-5,2,0
14011,1,1,1,0,10,1,11,10,7,17,1.54545
14012,1,1,1,0,-14,-3,-17,5,5,10,-0.588235
14013,1,1,1,0,14,1,15,-1,-4,-5,-0.333333
14014,1,1,1,0,12,1,13,-6,8,2,0.153846
14015,1,1,1,0,14,-1,13,-6,-5,-11,-0.846154
14016,1,1,1,0,13,1,14,-2,0,-2,-0.142857
14017,1,1,1,0,5,-1,4,-10,2,-8,-2
14018,1,1,1,0,21,-2,19,22,-8,14,0.736842
14019,1,1,1,0,-17,-1,-18,-4,5,1,-0.0555556
14020,1,1,1,0,-13,3,-10,7,-8,-1,0.1
14021,1,1,1,0,-6,-2,-8,7,0,7,-0.875
14022,1,1,1,0,-27,1,-26,17,-2,15,-0.576923
14023,1,1,1,0,-11,1,-10,-18,2,-16,1.6
14024,1,1,1,0,21,3,24,24,5,29,1.20833
14025,1,1,1,0,31,2,33,-22,9,-13,-0.393939
14026,1,1,1,0,-33,-2,-35,3,3,6,-0.171429
14027,1,1,1,0,-12,0,-12,2,10,12,-1
14028,1,1,1,0,-3,1,-2,19,2,21,-10.5
14029,1,1,1,0,3,-2,1,10,2,12,12
14030,1,1,1,0,-14,0,-14,7,-1,6,-0.428571
14031,1,1,1,0,0,2,2,-20,-10,-30,-15
14032,1,1,1,0,10,0,10,7,-4,3,0.3
14033,1,1,1,0,-3,3,0,-17,4,-13,0
14034,1,1,1,0,14,0,14,2,0,2,0.142857
14035,1,1,1,0,1,-2,-1,4,1,5,-5
14036,1,1,1,0,4,0,4,8,4,12,3
14037,1,1,1,0,-21,-3,-24,-9,8,-1,0.0416667
14038,1,1,1,0,-14,0,-14,32,-1,31,-2.21429
14039,1,1,1,0,5,0,5,3,15,18,3.6
14040,1,1,1,0,11,1,12,-6,-10,-16,-1.33333
14041,1,1,1,0,-16,-4,-20,27,9,36,-1.8
14042,1,1,1,0,-12,1,-11,1,5,6,-0.545455
14043,1,1,1,0,22,3,25,2,3,5,0.2
14044,1,1,1,0,0,3,3,-26,-13,-39,-13
14045,1,1,1,0,-25,0,-25,-2,-4,-6,0.24
14046,1,1,1,0,11,1,12,-18,1,-17,-1.41667
14047,1,1,1,0,-11,1,-10,6,7,13,-1.3
14048,1,1,1,0,-10,-3,-13,-12,-6,-18,1.38462
14049,1,1,1,0,-19,0,-19,-1,-1,-2,0.105263
14050,1,1,1,0,23,-1,22,-25,7,-18,-0.818182
14051,1,1,1,0,5,0,5,-15,10,-5,-1
14052,1,1,1,0,-1,-2,-3,2,-5,-3,1
14053,1,1,1,0,-1,0,-1,-23,8,-15,15
14054,1,1,1,0,-13,-3,-16,-10,1,-9,0.5625
14055,1,1,1,0,20,0,20,-7,6,-1,-0.05
14056,1,1,1,0,4,3,7,51,5,56,8
14057,1,1,1,0,25,-3,22,1,-5,-4,-0.181818
14058,1,1,1,0,-10,-3,-13,-7,-7,-14,1.07692
14059,1,1,1,0,10,-1,9,15,7,22,2.44444
14060,1,1,1,0,0,1,1,43,0,43,43
14061,1,1,1,0,-12,0,-12,-22,7,-15,1.25
14062,1,1,1,0,15,-1,14,5,7,12,0.857143
14063,1,1,1,0,1,1,2,5,-1,4,2
14064,1,1,1,0,-22,-1,-23,6,7,13,-0.565217
14065,1,1,1,0,4,-2,2,-7,2,-5,-2.5
14066,1,1,1,0,-18,2,-16,-24,2,-22,1.375
14067,1,1,1,0,-21,-1,-22,12,-3,9,-0.409091
14068,1,1,1,0,-3,1,-2,10,-4,6,-3
14069,1,1,1,0,-3,-1,-4,-23,-9,-32,8
14070,1,1,1,0,17,-1,16,-6,11,5,0.3125
14071,1,1,1,0,-4,5,1,-22,-2,-24,-24
14072,1,1,1,0,-19,1,-18,1,-10,-9,0.5
14073,1,1,1,0,-6,5,-1,6,7,13,-13
14074,1,1,1,0,7,-1,6,-19,-16,-35,-5.83333
14075,1,1,1,0,-17,-1,-18,26,-4,22,-1.22222
14076,1,1,1,0,-19,-2,-21,1,-20,-19,0.904762
14077,1,1,1,0,11,1,12,-9,6,-3,-0.25
14078,1,1,1,0,41,0,41,-18,8,-10,-0.243902
14079,1,1,1,0,11,-3,8,-13,3,-10,-1.25
14080,1,1,1,0,-1,0,-1,-38,-4,-42,42
14081,1,1,1,0,7,2,9,-12,-1,-13,-1.44444
14082,1,1,1,0,-4,1,-3,-17,1,-16,5.33333
14083,1,1,1,0,15,3,18,-22,10,-12,-0.666667
14084,1,1,1,0,-14,-1,-15,-5,-2,-7,0.466667
14085,1,1,1,0,-2,4,2,7,-8,-1,-0.5
14086,1,1,1,0,20,-1,19,3,2,5,0.263158
14087,1,1,1,0,-45,1,-44,-31,3,-28,0.636364
14088,1,1,1,0,-10,0,-10,13,-4,9,-0.9
14089,1,1,1,0,11,1,12,8,0,8,0.666667
14090,1,1,1,0,12,1,13,-14,4,-10,-0.769231
14091,1,1,1,0,14,0,14,-1,-4,-5,-0.357143
14092,1,1,1,0,-18,3,-15,-17,1,-16,1.06667
14093,1,1,1,0,-10,2,-8,11,8,19,-2.375
14094,1,1,1,0,-24,-1,-25,-10,-11,-21,0.84
14095,1,1,1,0,27,1,28,15,5,20,0.714286
14096,1,1,1,0,-3,-2,-5,-7,-2,-9,1.8
14097,1,1,1,0,-1,-2,-3,25,13,38,-12.6667
14098,1,1,1,0,-14,-1,-15,-5,4,-1,0.0666667
14099,1,1,1,0,10,1,11,-5,-5,-10,-0.909091
14100,1,1,1,0,-42,1,-41,15,-7,8,-0.195122
14101,1,1,1,0,-3,2,-1,6,-3,3,-3
14102,1,1,1,0,25,0,25,-4,-4,-8,-0.32
14103,1,1,1,0,-15,0,-15,-4,7,3,-0.2
14104,1,1,1,0,-27,2,-25,-17,-15,-32,1.28
14105,1,1,1,0,11,-1,10,-27,12,-15,-1.5
14106,1,1,1,0,-18,-3,-21,-4,-5,-9,0.428571
14107,1,1,1,0,13,-1,12,2,-4,-2,-0.166667
14108,1,1,1,0,31,-2,29,3,2,5,0.172414
14109,1,1,1,0,5,-4,1,16,4,20,20
14110,1,1,1,0,10,-3,7,2,-2,0,0
14111,1,1,1,0,11,0,11,15,-9,6,0.545455
14112,1,1,1,0,-27,1,-26,27,-2,25,-0.961538
14113,1,1,1,0,1,-1,0,9,-2,7,0
14114,1,1,1,0,-17,0,-17,7,-5,2,-0.117647
14115,1,1,1,0,-7,-1,-8,-21,5,-16,2
14116,1,1,1,0,-5,-4,-9,-8,-2,-10,1.11111
14117,1,1,1,0,4,2,6,-9,-2,-11,-1.83333
14118,1,1,1,0,-5,1,-4,3,-15,-12,3
14119,1,1,1,0,-5,-2,-7,0,-11,-11,1.57143
14120,1,1,1,0,-8,-1,-9,-8,0,-8,0.888889
14121,1,1,1,0,-6,4,-2,3,6,9,-4.5
14122,1,1,1,0,-18,1,-17,-14,5,-9,0.529412
14123,1,1,1,0,4,1,5,3,8,11,2.2
14124,1,1,1,0,5,-2,3,11,5,16,5.33333
14125,1,1,1,0,13,1,14,-2,0,-2,-0.142857
14126,1,1,1,0,3,-4,-1,13,3,16,-16
14127,1,1,1,0,-10,0,-10,0,4,4,-0.4
14128,1,1,1,0,11,2,13,-11,1,-10,-0.769231
14129,1,1,1,0,19,-1,18,-4,3,-1,-0.0555556
14130,1,1,1,0,-5,0,-5,-7,-3,-10,2
14131,1,1,1,0,10,1,11,10,13,23,2.09091
14132,1,1,1,0,1,-1,0,-10,-2,-12,0
14133,1,1,1,0,31,-5,26,-16,-2,-18,-0.692308
14134,1,1,1,0,33,-2,31,-21,1,-20,-0.645161
14135,1,1,1,0,4,0,4,12,9,21,5.25
14136,1,1,1,0,-22,-1,-23,-10,17,7,-0.304348
14137,1,1,1,0,0,0,0,-10,-1,-11,0
14138,1,1,1,0,-6,0,-6,-9,-14,-23,3.83333
14139,1,1,1,0,21,0,21,10,1,11,0.52381
14140,1,1,1,0,11,2,13,-18,1,-17,-1.30769
14141,1,1,1,0,3,-2,1,-4,-10,-14,-14
14142,1,1,1,0,-29,-1,-30,-14,3,-11,0.366667
14143,1,1,1,0,-11,-1,-12,-4,2,-2,0.166667
14144,1,1,1,0,22,1,23,-9,-10,-19,-0.826087
14145,1,1,1,0,-3,2,-1,21,3,24,-24
14146,1,1,1,0,10,0,10,6,8,14,1.4
14147,1,1,1,0,-13,-2,-15,-11,5,-6,0.4
14148,1,1,1,0,27,-1,26,-9,22,13,0.5
14149,1,1,1,0,-7,-2,-9,2,-1,1,-0.111111
14150,1,1,1,0,12,0,12,-1,17,16,1.33333
14151,1,1,1,0,-11,3,-8,-2,8,6,-0.75
14152,1,1,1,0,-19,1,-18,-32,10,-22,1.22222
14153,1,1,1,0,18,1,19,6,0,6,0.315789
14154,1,1,1,0,8,0,8,-9,11,2,0.25
14155,1,1,1,0,3,4,7,-2,2,0,0
14156,1,1,1,0,36,-1,35,5,-4,1,0.0285714
14157,1,1,1,0,-1,0,-1,-5,0,-5,5
14158,1,1,1,0,15,-1,14,-5,-6,-11,-0.785714
14159,1,1,1,0,-12,-1,-13,40,-9,31,-2.38462
14160,1,1,1,0,39,-1,38,12,-2,10,0.263158
14161,1,1,1,0,-3,-2,-5,-15,-19,-34,6.8
14162,1,1,1,0,7,-3,4,-21,5,-16,-4
14163,1,1,1,0,-12,-1,-13,-16,-10,-26,2
14164,1,1,1,0,-29,-3,-32,0,-3,-3,0.09375
14165,1,1,1,0,0,0,0,-12,-2,-14,0
14166,1,1,1,0,21,-1,20,-21,2,-19,-0.95
14167,1,1,1,0,8,-1,7,12,12,24,3.42857
14168,1,1,1,0,-1,-3,-4,23,-6,17,-4.25
14169,1,1,1,0,12,1,13,6,-11,-5,-0.384615
14170,1,1,1,0,-15,-1,-16,29,-5,24,-1.5
14171,1,1,1,0,-11,1,-10,4,-2,2,-0.2
14172,1,1,1,0,-30,-1,-31,3,-8,-5,0.16129
14173,1,1,1,0,28,1,29,-9,-6,-15,-0.517241
14174,1,1,1,0,2,0,2,-14,1,-13,-6.5
14175,1,1,1,0,-37,0,-37,18,3,21,-0.567568
14176,1,1,1,0,4,5,9,9,4,13,1.44444
14177,1,1,1,0,29,-1,28,-7,7,0,0
14178,1,1,1,0,10,-2,8,-9,-6,-15,-1.875
14179,1,1,1,0,-5,0,-5,26,18,44,-8.8
14180,1,1,1,0,23,-1,22,-12,-11,-23,-1.04545
14181,1,1,1,0,34,-1,33,-14,2,-12,-0.363636
14182,1,1,1,0,1,-5,-4,8,-3,5,-1.25
14183,1,1,1,0,-7,2,-5,19,-1,18,-3.6
14184,1,1,1,0,2,2,4,36,2,38,9.5
14185,1,1,1,0,17,-3,14,-6,-10,-16,-1.14286
14186,1,1,1,0,3,2,5,6,-16,-10,-2
14187,1,1,1,0,36,2,38,5,-6,-1,-0.0263158
14188,1,1,1,0,8,1,9,12,12,24,2.66667
14189,1,1,1,0,-6,0,-6,-4,-3,-7,1.16667
14190,1,1,1,0,-11,4,-7,-4,-8,-12,1.71429
14191,1,1,1,0,-4,-3,-7,-5,16,11,-1.57143
14192,1,1,1,0,8,1,9,7,-3,4,0.444444
14193,1,1,1,0,-8,2,-6,9,-5,4,-0.666667
14194,1,1,1,0,-1,1,0,22,11,33,0
14195,1,1,1,0,2,0,2,-19,-2,-21,-10.5
14196,1,1,1,0,0,1,1,-23,-10,-33,-33
14197,1,1,1,0,9,1,10,2,9,11,1.1
14198,1,1,1,0,-4,0,-4,-1,-6,-7,1.75
14199,1,1,1,0,5,0,5,4,-3,1,0.2
14200,1,1,1,0,4,-1,3,-15,1,-14,-4.66667
14201,1,1,1,0,-3,0,-3,-31,5,-26,8.66667
14202,1,1,1,0,0,-2,-2,3,11,14,-7
14203,1,1,1,0,-15,0,-15,-9,4,-5,0.333333
14204,1,1,1,0,-14,2,-12,-3,12,9,-0.75
14205,1,1,1,0,-10,-1,-11,8,1,9,-0.818182
14206,1,1,1,0,15,2,17,-7,5,-2,-0.117647
14207,1,1,1,0,12,0,12,12,0,12,1
14208,1,1,1,0,-2,3,1,1,8,9,9
14209,1,1,1,0,-8,1,-7,-7,3,-4,0.571429
14210,1,1,1,0,-25,1,-24,8,6,14,-0.583333
14211,1,1,1,0,6,-2,4,13,-6,7,1.75
14212,1,1,1,0,-25,-1,-26,-11,-2,-13,0.5
14213,1,1,1,0,-19,1,-18,2,2,4,-0.222222
14214,1,1,1,0,6,1,7,-5,1,-4,-0.571429
14215,1,1,1,0,-16,-1,-17,20,10,30,-1.76471
14216,1,1,1,0,4,0,4,-2,5,3,0.75
14217,1,1,1,0,-9,1,-8,25,17,42,-5.25
14218,1,1,1,0,9,-2,7,-7,7,0,0
14219,1,1,1,0,-1,2,1,13,-14,-1,-1
14220,1,1,1,0,16,-1,15,-16,9,-7,-0.466667
14221,1,1,1,0,-15,2,-13,-10,11,1,-0.0769231
14222,1,1,1,0,-7,-3,-10,3,3,6,-0.6
14223,1,1,1,0,12,-1,11,-14,-7,-21,-1.90909
14224,1,1,1,0,-28,-2,-30,-13,9,-4,0.133333
14225,1,1,1,0,-4,-4,-8,-6,-9,-15,1.875
14226,1,1,1,0,-4,0,-4,10,6,16,-4
14227,1,1,1,0,-6,3,-3,-9,-5,-14,4.66667
14228,1,1,1,0,-14,-3,-17,-12,0,-12,0.705882
14229,1,1,1,0,24,1,25,7,-7,0,0
14230,1,1,1,0,4,1,5,40,-4,36,7.2
14231,1,1,1,0,11,-1,10,-17,-9,-26,-2.6
14232,1,1,1,0,11,0,11,25,-11,14,1.27273
14233,1,1,1,0,9,4,13,26,5,31,2.38462
14234,1,1,1,0,-20,0,-20,-13,-2,-15,0.75
14235,1,1,1,0,0,1,1,-12,3,-9,-9
14236,1,1,1,0,15,-3,12,-10,2,-8,-0.666667
14237,1,1,1,0,12,1,13,7,0,7,0.538462
14238,1,1,1,0,-3,-2,-5,1,1,2,-0.4
14239,1,1,1,0,-15,-3,-18,4,4,8,-0.444444
14240,1,1,1,0,2,1,3,12,-6,6,2
14241,1,1,1,0,-3,3,0,-28,3,-25,0
14242,1,1,1,0,-18,-4,-22,4,-4,0,-0
14243,1,1,1,0,-14,-2,-16,23,0,23,-1.4375
14244,1,1,1,0,9,3,12,-28,-8,-36,-3
14245,1,1,1,0,-31,-3,-34,-9,11,2,-0.0588235
14246,1,1,1,0,-3,0,-3,7,-4,3,-1
14247,1,1,1,0,-2,0,-2,-5,-2,-7,3.5
14248,1,1,1,0,-7,-2,-9,-9,1,-8,0.888889
14249,1,1,1,0,14,0,14,27,-5,22,1.57143
14250,1,1,1,0,20,3,23,-23,-10,-33,-1.43478
14251,1,1,1,0,-10,0,-10,4,-9,-5,0.5
14252,1,1,1,0,-18,0,-18,24,-3,21,-1.16667
14253,1,1,1,0,22,2,24,-20,8,-12,-0.5
14254,1,1,1,0,15,3,18,2,1,3,0.166667
14255,1,1,1,0,1,-2,-1,4,1,5,-5
14256,1,1,1,0,-29,1,-28,11,2,13,-0.464286
14257,1,1,1,0,-21,0,-21,26,-4,22,-1.04762
14258,1,1,1,0,5,-2,3,11,12,23,7.66667
14259,1,1,1,0,16,3,19,-30,7,-23,-1.21053
14260,1,1,1,0,-15,3,-12,22,-3,19,-1.58333
14261,1,1,1,0,-11,1,-10,-12,3,-9,0.9
14262,1,1,1,0,11,0,11,5,0,5,0.454545
14263,1,1,1,0,-35,3,-32,11,1,12,-0.375
14264,1,1,1,0,-18,-1,-19,0,-2,-2,0.105263
14265,1,1,1,0,3,2,5,-2,-4,-6,-1.2
14266,1,1,1,0,2,-1,1,-6,-13,-19,-19
14267,1,1,1,0,27,-3,24,33,7,40,1.66667
14268,1,1,1,0,-5,4,-1,10,-2,8,-8
14269,1,1,1,0,-24,1,-23,-8,2,-6,0.26087
14270,1,1,1,0,1,-2,-1,-1,-3,-4,4
14271,1,1,1,0,15,2,17,-8,-5,-13,-0.764706
14272,1,1,1,0,9,3,12,15,-2,13,1.08333
14273,1,1,1,0,21,-3,18,26,-11,15,0.833333
14274,1,1,1,0,8,1,9,1,-2,-1,-0.111111
14275,1,1,1,0,15,-3,12,9,0,9,0.75
14276,1,1,1,0,12,3,15,21,-7,14,0.933333
14277,1,1,1,0,-17,2,-15,-22,3,-19,1.26667
14278,1,1,1,0,-23,5,-18,13,-10,3,-0.166667
14279,1,1,1,0,-28,-3,-31,27,-1,26,-0.83871
14280,1,1,1,0,6,1,7,-7,2,-5,-0.714286
14281,1,1,1,0,17,1,18,0,-6,-6,-0.333333
14282,1,1,1,0,-6,1,-5,18,-4,14,-2.8
14283,1,1,1,0,14,1,15,15,11,26,1.73333
14284,1,1,1,0,25,-2,23,-30,-2,-32,-1.3913
14285,1,1,1,0,16,2,18,11,6,17,0.944444
14286,1,1,1,0,2,2,4,7,2,9,2.25
14287,1,1,1,0,28,1,29,-44,-8,-52,-1.7931
14288,1,1,1,0,22,1,23,13,-4,9,0.391304
14289,1,1,1,0,1,2,3,-13,8,-5,-1.66667
14290,1,1,1,0,7,-1,6,-4,14,10,1.66667
14291,1,1,1,0,2,0,2,13,-13,0,0
14292,1,1,1,0,23,0,23,-25,-7,-32,-1.3913
14293,1,1,1,0,-4,-2,-6,3,2,5,-0.833333
14294,1,1,1,0,-12,-1,-13,-25,12,-13,1
14295,1,1,1,0,-28,2,-26,27,15,42,-1.61538
14296,1,1,1,0,-9,0,-9,16,-1,15,-1.66667
14297,1,1,1,0,-20,3,-17,-20,-14,-34,2
14298,1,1,1,0,0,4,4,-9,-5,-14,-3.5
14299,1,1,1,0,11,1,12,-5,-12,-17,-1.41667
14300,1,1,1,0,-20,0,-20,-12,11,-1,0.05
14301,1,1,1,0,-3,3,0,3,10,13,0
14302,1,1,1,0,-4,0,-4,-16,-8,-24,6
14303,1,1,1,0,6,-1,5,-8,-4,-12,-2.4
14304,1,1,1,0,-14,-3,-17,-17,-2,-19,1.11765
14305,1,1,1,0,1,3,4,22,-5,17,4.25
14306,1,1,1,0,-4,0,-4,7,2,9,-2.25
14307,1,1,1,0,-15,-4,-19,-11,3,-8,0.421053
14308,1,1,1,0,1,-1,0,-2,10,8,0
14309,1,1,1,0,0,-2,-2,-11,-6,-17,8.5
14310,1,1,1,0,-22,-1,-23,6,-10,-4,0.173913
14311,1,1,1,0,15,-1,14,14,-5,9,0.642857
14312,1,1,1,0,13,6,19,-1,12,11,0.578947
14313,1,1,1,0,2,2,4,-34,-4,-38,-9.5
14314,1,1,1,0,2,3,5,26,4,30,6
14315,1,1,1,0,-3,0,-3,2,-2,0,-0
14316,1,1,1,0,-2,0,-2,-6,-1,-7,3.5
14317,1,1,1,0,1,-2,-1,4,-14,-10,10
14318,1,1,1,0,9,1,10,33,8,41,4.1
14319,1,1,1,0,-15,1,-14,12,7,19,-1.35714
14320,1,1,1,0,-4,0,-4,-2,2,0,-0
14321,1,1,1,0,-11,1,-10,-25,-2,-27,2.7
14322,1,1,1,0,-22,-2,-24,17,15,32,-1.33333
14323,1,1,1,0,17,1,18,-27,-2,-29,-1.61111
14324,1,1,1,0,7,0,7,-5,-2,-7,-1
14325,1,1,1,0,-25,3,-22,29,-8,21,-0.954545
14326,1,1,1,0,21,-2,19,-8,-7,-15,-0.789474
14327,1,1,1,0,-12,0,-12,1,9,10,-0.833333
14328,1,1,1,0,4,-1,3,11,3,14,4.66667
14329,1,1,1,0,2,-1,1,-20,-8,-28,-28
14330,1,1,1,0,14,1,15,-15,0,-15,-1
14331,1,1,1,0,6,2,8,15,2,17,2.125
14332,1,1,1,0,-11,0,-11,8,3,11,-1
14333,1,1,1,0,-10,3,-7,-6,-3,-9,1.28571
14334,1,1,1,0,-12,-1,-13,-13,-4,-17,1.30769
14335,1,1,1,0,-21,6,-15,2,-6,-4,0.266667
14336,1,1,1,0,-10,-1,-11,-6,-5,-11,1
14337,1,1,1,0,6,3,9,-22,2,-20,-2.22222
14338,1,1,1,0,4,4,8,32,-2,30,3.75
14339,1,1,1,0,-9,-2,-11,1,-5,-4,0.363636
14340,1,1,1,0,8,0,8,-2,-1,-3,-0.375
14341,1,1,1,0,13,-2,11,-12,-1,-13,-1.18182
14342,1,1,1,0,5,-1,4,-22,5,-17,-4.25
14343,1,1,1,0,0,1,1,2,-12,-10,-10
14344,1,1,1,0,-3,-2,-5,4,-3,1,-0.2
14345,1,1,1,0,2,1,3,-10,-4,-14,-4.66667
14346,1,1,1,0,6,-2,4,-23,6,-17,-4.25
14347,1,1,1,0,15,-1,14,-8,4,-4,-0.285714
14348,1,1,1,0,-8,1,-7,19,6,25,-3.57143
14349,1,1,1,0,-5,3,-2,17,7,24,-12
14350,1,1,1,0,0,3,3,-12,-18,-30,-10
14351,1,1,1,0,8,3,11,19,5,24,2.18182
14352,1,1,1,0,-17,3,-14,-16,-3,-19,1.35714
14353,1,1,1,0,14,-1,13,16,-1,15,1.15385
14354,1,1,1,0,11,-1,10,1,5,6,0.6
14355,1,1,1,0,1,-6,-5,-2,-13,-15,3
14356,1,1,1,0,-9,-2,-11,-1,3,2,-0.181818
14357,1,1,1,0,-2,-2,-4,-5,2,-3,0.75
14358,1,1,1,0,-14,1,-13,-1,3,2,-0.153846
14359,1,1,1,0,1,-2,-1,-7,1,-6,6
14360,1,1,1,0,3,-3,0,-10,-6,-16,0
14361,1,1,1,0,-41,-2,-43,-19,18,-1,0.0232558
14362,1,1,1,0,6,3,9,-13,8,-5,-0.555556
14363,1,1,1,0,37,0,37,-28,-2,-30,-0.810811
14364,1,1,1,0,0,1,1,-8,-16,-24,-24
14365,1,1,1,0,-5,-1,-6,-24,-15,-39,6.5
14366,1,1,1,0,-6,1,-5,11,3,14,-2.8
14367,1,1,1,0,19,1,20,-30,-9,-39,-1.95
14368,1,1,1,0,-11,-2,-13,39,2,41,-3.15385
14369,1,1,1,0,-1,-2,-3,14,-8,6,-2
14370,1,1,1,0,16,-1,15,-4,2,-2,-0.133333
14371,1,1,1,0,-24,-1,-25,-31,5,-26,1.04
14372,1,1,1,0,-6,-1,-7,18,6,24,-3.42857
14373,1,1,1,0,12,1,13,-2,-6,-8,-0.615385
14374,1,1,1,0,-13,3,-10,11,-3,8,-0.8
14375,1,1,1,0,-19,0,-19,-19,-7,-26,1.36842
14376,1,1,1,0,-7,1,-6,13,-18,-5,0.833333
14377,1,1,1,0,-15,-1,-16,-12,5,-7,0.4375
14378,1,1,1,0,-1,2,1,-2,2,0,0
14379,1,1,1,0,34,-2,32,11,-2,9,0.28125
14380,1,1,1,0,-4,-2,-6,-2,-7,-9,1.5
14381,1,1,1,0,12,-1,11,-15,12,-3,-0.272727
