sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
203,1,1,1,0,6,-1,5,-5,0,-5,-1
204,1,1,1,0,8,-1,7,23,10,33,4.71429
205,1,1,1,0,2,0,2,-13,-3,-16,-8
206,1,1,1,0,7,1,8,9,4,13,1.625
207,1,1,1,0,7,4,11,-7,0,-7,-0.636364
208,1,1,1,0,-10,1,-9,9,1,10,-1.11111
209,1,1,1,0,22,-2,20,-6,7,1,0.05
210,1,1,1,0,-13,-1,-14,-3,14,11,-0.785714
211,1,1,1,0,-7,4,-3,0,-9,-9,3
212,1,1,1,0,-13,-3,-16,13,13,26,-1.625
213,1,1,1,0,-13,2,-11,-5,15,10,-0.909091
214,1,1,1,0,20,0,20,2,-4,-2,-0.1
215,1,1,1,0,5,1,6,14,-12,2,0.333333
216,1,1,1,0,5,-1,4,13,-10,3,0.75
217,1,1,1,0,1,0,1,27,10,37,37
218,1,1,1,0,-15,0,-15,-13,-7,-20,1.33333
219,1,1,1,0,-14,2,-12,-10,9,-1,0.0833333
220,1,1,1,0,-15,1,-14,13,-9,4,-0.285714
221,1,1,1,0,28,-4,24,14,0,14,0.583333
222,1,1,1,0,15,-3,12,-4,3,-1,-0.0833333
223,1,1,1,0,-25,2,-23,-8,1,-7,0.304348
224,1,1,1,0,-4,-3,-7,15,4,19,-2.71429
225,1,1,1,0,3,-1,2,-13,-1,-14,-7
226,1,1,1,0,-10,0,-10,-17,-7,-24,2.4
227,1,1,1,0,-13,2,-11,-1,-7,-8,0.727273
228,1,1,1,0,30,-2,28,-1,8,7,0.25
229,1,1,1,0,-17,-2,-19,-20,7,-13,0.684211
230,1,1,1,0,25,-4,21,-14,6,-8,-0.380952
231,1,1,1,0,2,1,3,-19,3,-16,-5.33333
232,1,1,1,0,-20,-1,-21,19,-2,17,-0.809524
233,1,1,1,0,3,2,5,15,8,23,4.6
234,1,1,1,0,19,-3,16,13,6,19,1.1875
235,1,1,1,0,22,-2,20,-18,-5,-23,-1.15
236,1,1,1,0,29,0,29,11,8,19,0.655172
237,1,1,1,0,1,2,3,-2,-4,-6,-2
238,1,1,1,0,21,0,21,0,11,11,0.52381
239,1,1,1,0,-21,0,-21,-6,-4,-10,0.47619
240,1,1,1,0,16,-1,15,-11,-11,-22,-1.46667
241,1,1,1,0,0,-1,-1,8,12,20,-20
242,1,1,1,0,-29,-3,-32,21,3,24,-0.75
243,1,1,1,0,-24,1,-23,5,21,26,-1.13043
244,1,1,1,0,21,-1,20,-5,-2,-7,-0.35
245,1,1,1,0,1,-1,0,-19,3,-16,0
246,1,1,1,0,-8,-2,-10,-1,6,5,-0.5
247,1,1,1,0,12,2,14,4,4,8,0.571429
248,1,1,1,0,22,1,23,36,-3,33,1.43478
249,1,1,1,0,0,-2,-2,-10,-11,-21,10.5
250,1,1,1,0,32,-1,31,-8,-1,-9,-0.290323
251,1,1,1,0,-2,-1,-3,4,1,5,-1.66667
252,1,1,1,0,-4,-1,-5,6,8,14,-2.8
253,1,1,1,0,16,-1,15,0,-4,-4,-0.266667
254,1,1,1,0,-18,0,-18,-10,3,-7,0.388889
255,1,1,1,0,3,1,4,4,9,13,3.25
256,1,1,1,0,12,-2,10,-33,2,-31,-3.1
257,1,1,1,0,-5,2,-3,-24,9,-15,5
258,1,1,1,0,15,0,15,24,-7,17,1.13333
259,1,1,1,0,-1,-1,-2,-3,3,0,-0
260,1,1,1,0,17,-1,16,-21,2,-19,-1.1875
261,1,1,1,0,-12,0,-12,3,-3,0,-0
262,1,1,1,0,-12,1,-11,-5,-6,-11,1
263,1,1,1,0,18,4,22,-5,-7,-12,-0.545455
264,1,1,1,0,-11,0,-11,0,-6,-6,0.545455
265,1,1,1,0,-5,3,-2,5,5,10,-5
266,1,1,1,0,15,-2,13,-36,-3,-39,-3
267,1,1,1,0,21,0,21,-8,0,-8,-0.380952
268,1,1,1,0,-18,-2,-20,-8,-9,-17,0.85
269,1,1,1,0,-15,-1,-16,-14,0,-14,0.875
270,1,1,1,0,3,0,3,14,-3,11,3.66667
271,1,1,1,0,-7,4,-3,-22,6,-16,5.33333
272,1,1,1,0,-19,1,-18,-13,3,-10,0.555556
273,1,1,1,0,-15,0,-15,7,0,7,-0.466667
274,1,1,1,0,-5,-4,-9,-7,-1,-8,0.888889
275,1,1,1,0,4,2,6,-13,0,-13,-2.16667
276,1,1,1,0,6,0,6,14,6,20,3.33333
277,1,1,1,0,-7,-1,-8,-13,-9,-22,2.75
278,1,1,1,0,21,0,21,18,4,22,1.04762
279,1,1,1,0,6,-2,4,7,-2,5,1.25
280,1,1,1,0,7,0,7,7,-4,3,0.428571
281,1,1,1,0,7,0,7,6,0,6,0.857143
282,1,1,1,0,5,-1,4,-7,3,-4,-1
283,1,1,1,0,13,-2,11,9,3,12,1.09091
284,1,1,1,0,-19,0,-19,14,10,24,-1.26316
285,1,1,1,0,12,1,13,2,1,3,0.230769
286,1,1,1,0,0,5,5,-1,-8,-9,-1.8
287,1,1,1,0,-31,0,-31,4,-4,0,-0
288,1,1,1,0,11,-3,8,7,11,18,2.25
289,1,1,1,0,34,-2,32,-10,2,-8,-0.25
290,1,1,1,0,-13,2,-11,0,-9,-9,0.818182
291,1,1,1,0,-11,3,-8,-9,-4,-13,1.625
292,1,1,1,0,-18,-4,-22,7,11,18,-0.818182
293,1,1,1,0,14,0,14,-10,12,2,0.142857
294,1,1,1,0,15,0,15,-3,10,7,0.466667
295,1,1,1,0,-15,0,-15,30,-2,28,-1.86667
296,1,1,1,0,0,-1,-1,23,-7,16,-16
297,1,1,1,0,3,2,5,-4,9,5,1
298,1,1,1,0,-5,-1,-6,7,5,12,-2
299,1,1,1,0,9,-1,8,-16,-2,-18,-2.25
300,1,1,1,0,-45,2,-43,10,4,14,-0.325581
301,1,1,1,0,1,1,2,-5,12,7,3.5
302,1,1,1,0,-6,-3,-9,-18,5,-13,1.44444
303,1,1,1,0,12,1,13,24,4,28,2.15385
304,1,1,1,0,18,1,19,-11,-9,-20,-1.05263
305,1,1,1,0,-10,0,-10,3,4,7,-0.7
306,1,1,1,0,5,-1,4,-20,1,-19,-4.75
307,1,1,1,0,1,-1,0,0,2,2,0
308,1,1,1,0,-2,-1,-3,28,3,31,-10.3333
309,1,1,1,0,-5,0,-5,17,-7,10,-2
310,1,1,1,0,-20,2,-18,-14,-3,-17,0.944444
311,1,1,1,0,7,0,7,10,9,19,2.71429
312,1,1,1,0,-2,0,-2,1,2,3,-1.5
313,1,1,1,0,-16,2,-14,12,-17,-5,0.357143
314,1,1,1,0,-1,-1,-2,17,11,28,-14
315,1,1,1,0,16,0,16,10,1,11,0.6875
316,1,1,1,0,5,0,5,13,5,18,3.6
317,1,1,1,0,9,7,16,3,0,3,0.1875
318,1,1,1,0,13,0,13,8,-5,3,0.230769
319,1,1,1,0,12,-1,11,-19,-7,-26,-2.36364
320,1,1,1,0,16,-3,13,8,20,28,2.15385
321,1,1,1,0,-13,-1,-14,3,15,18,-1.28571
322,1,1,1,0,12,2,14,-33,2,-31,-2.21429
323,1,1,1,0,-31,0,-31,10,-6,4,-0.129032
324,1,1,1,0,15,0,15,12,-3,9,0.6
325,1,1,1,0,-8,3,-5,26,-18,8,-1.6
326,1,1,1,0,-9,2,-7,12,1,13,-1.85714
327,1,1,1,0,4,1,5,-11,-2,-13,-2.6
328,1,1,1,0,-39,-1,-40,-14,0,-14,0.35
329,1,1,1,0,24,1,25,15,-5,10,0.4
330,1,1,1,0,29,-1,28,8,-1,7,0.25
331,1,1,1,0,-11,1,-10,-10,5,-5,0.5
332,1,1,1,0,20,0,20,35,-9,26,1.3
333,1,1,1,0,-8,-1,-9,23,-4,19,-2.11111
334,1,1,1,0,-25,-2,-27,20,2,22,-0.814815
335,1,1,1,0,-6,1,-5,-17,-1,-18,3.6
336,1,1,1,0,-11,-3,-14,8,5,13,-0.928571
337,1,1,1,0,-1,-2,-3,13,-2,11,-3.66667
338,1,1,1,0,10,3,13,-23,8,-15,-1.15385
339,1,1,1,0,-41,-4,-45,-1,0,-1,0.0222222
340,1,1,1,0,15,3,18,0,-10,-10,-0.555556
341,1,1,1,0,-16,1,-15,-11,6,-5,0.333333
342,1,1,1,0,1,-3,-2,-20,4,-16,8
343,1,1,1,0,-17,-3,-20,25,-6,19,-0.95
344,1,1,1,0,-2,2,0,12,0,12,0
345,1,1,1,0,-26,1,-25,3,11,14,-0.56
346,1,1,1,0,22,-3,19,0,0,0,0
347,1,1,1,0,8,-1,7,3,4,7,1
348,1,1,1,0,-7,-4,-11,4,-6,-2,0.181818
349,1,1,1,0,-17,0,-17,-2,20,18,-1.05882
350,1,1,1,0,33,0,33,-22,-10,-32,-0.969697
351,1,1,1,0,-8,1,-7,25,-1,24,-3.42857
352,1,1,1,0,3,-1,2,-1,5,4,2
353,1,1,1,0,-17,-1,-18,-4,-9,-13,0.722222
354,1,1,1,0,-2,-3,-5,1,-6,-5,1
355,1,1,1,0,1,1,2,4,9,13,6.5
356,1,1,1,0,-2,2,0,12,9,21,0
357,1,1,1,0,8,0,8,-10,2,-8,-1
358,1,1,1,0,-30,4,-26,-4,0,-4,0.153846
359,1,1,1,0,-8,-2,-10,-28,-1,-29,2.9
360,1,1,1,0,-1,0,-1,5,6,11,-11
361,1,1,1,0,-13,0,-13,0,-8,-8,0.615385
362,1,1,1,0,19,0,19,2,12,14,0.736842
363,1,1,1,0,-2,2,0,-3,3,0,0
364,1,1,1,0,-6,-5,-11,-8,5,-3,0.272727
365,1,1,1,0,12,-1,11,-5,5,0,0
366,1,1,1,0,1,-2,-1,25,-12,13,-13
367,1,1,1,0,-13,0,-13,-7,0,-7,0.538462
368,1,1,1,0,1,4,5,-3,1,-2,-0.4
369,1,1,1,0,-11,2,-9,11,-8,3,-0.333333
370,1,1,1,0,-42,-2,-44,17,10,27,-0.613636
371,1,1,1,0,11,-1,10,-11,5,-6,-0.6
372,1,1,1,0,12,1,13,17,1,18,1.38462
373,1,1,1,0,18,2,20,9,-2,7,0.35
374,1,1,1,0,-17,2,-15,3,-9,-6,0.4
375,1,1,1,0,-16,1,-15,19,-5,14,-0.933333
376,1,1,1,0,13,0,13,2,5,7,0.538462
377,1,1,1,0,-2,1,-1,7,-3,4,-4
378,1,1,1,0,-9,2,-7,-5,6,1,-0.142857
379,1,1,1,0,-12,-4,-16,7,3,10,-0.625
380,1,1,1,0,-3,3,0,-6,10,4,0
381,1,1,1,0,6,9,15,0,11,11,0.733333
382,1,1,1,0,8,4,12,-16,-13,-29,-2.41667
383,1,1,1,0,6,-1,5,40,7,47,9.4
384,1,1,1,0,13,-2,11,-26,-10,-36,-3.27273
385,1,1,1,0,1,2,3,-30,11,-19,-6.33333
386,1,1,1,0,-14,-3,-17,-2,-4,-6,0.352941
387,1,1,1,0,-10,-3,-13,12,-8,4,-0.307692
388,1,1,1,0,-6,2,-4,4,2,6,-1.5
389,1,1,1,0,-21,0,-21,-20,0,-20,0.952381
390,1,1,1,0,15,-2,13,-15,-5,-20,-1.53846
391,1,1,1,0,0,-4,-4,-9,9,0,-0
392,1,1,1,0,-1,2,1,-1,-3,-4,-4
393,1,1,1,0,28,0,28,-2,-6,-8,-0.285714
394,1,1,1,0,5,2,7,-6,10,4,0.571429
395,1,1,1,0,13,0,13,-22,-8,-30,-2.30769
396,1,1,1,0,-4,-2,-6,-29,-4,-33,5.5
397,1,1,1,0,-21,-1,-22,22,3,25,-1.13636
398,1,1,1,0,20,1,21,1,8,9,0.428571
399,1,1,1,0,-30,1,-29,-6,-13,-19,0.655172
400,1,1,1,0,-20,1,-19,0,-4,-4,0.210526
401,1,1,1,0,-16,1,-15,-9,13,4,-0.266667
402,1,1,1,0,-6,-2,-8,-10,10,0,-0
403,1,1,1,0,6,-2,4,21,17,38,9.5
404,1,1,1,0,8,-3,5,12,-3,9,1.8
405,1,1,1,0,-1,0,-1,5,8,13,-13
406,1,1,1,0,8,0,8,-6,5,-1,-0.125
407,1,1,1,0,3,-2,1,-6,4,-2,-2
408,1,1,1,0,22,1,23,6,-9,-3,-0.130435
409,1,1,1,0,-8,0,-8,-12,5,-7,0.875
410,1,1,1,0,-1,3,2,6,2,8,4
411,1,1,1,0,17,0,17,11,-6,5,0.294118
412,1,1,1,0,17,3,20,1,0,1,0.05
413,1,1,1,0,8,-4,4,-28,6,-22,-5.5
414,1,1,1,0,-2,5,3,-20,7,-13,-4.33333
415,1,1,1,0,7,1,8,-19,5,-14,-1.75
416,1,1,1,0,-26,1,-25,-18,6,-12,0.48
417,1,1,1,0,-9,0,-9,15,5,20,-2.22222
418,1,1,1,0,28,1,29,5,-12,-7,-0.241379
419,1,1,1,0,24,-3,21,8,-10,-2,-0.0952381
420,1,1,1,0,-1,-2,-3,-26,8,-18,6
421,1,1,1,0,1,1,2,5,4,9,4.5
422,1,1,1,0,-4,-3,-7,-32,-12,-44,6.28571
423,1,1,1,0,30,0,30,6,2,8,0.266667
424,1,1,1,0,14,-1,13,15,-13,2,0.153846
425,1,1,1,0,-1,2,1,-19,-7,-26,-26
426,1,1,1,0,-2,-2,-4,-4,1,-3,0.75
427,1,1,1,0,-21,-2,-23,1,1,2,-0.0869565
428,1,1,1,0,-22,0,-22,11,-10,1,-0.0454545
429,1,1,1,0,5,0,5,-19,1,-18,-3.6
430,1,1,1,0,-28,3,-25,-6,10,4,-0.16
431,1,1,1,0,7,2,9,-9,-1,-10,-1.11111
432,1,1,1,0,-7,-2,-9,-5,-5,-10,1.11111
433,1,1,1,0,13,2,15,-26,-12,-38,-2.53333
434,1,1,1,0,6,-3,3,-32,6,-26,-8.66667
435,1,1,1,0,12,3,15,-2,0,-2,-0.133333
436,1,1,1,0,16,0,16,15,-1,14,0.875
437,1,1,1,0,2,0,2,8,-1,7,3.5
438,1,1,1,0,2,-2,0,11,-4,7,0
439,1,1,1,0,-8,1,-7,11,6,17,-2.42857
440,1,1,1,0,8,-1,7,-4,6,2,0.285714
441,1,1,1,0,29,1,30,7,3,10,0.333333
442,1,1,1,0,2,-1,1,13,-1,12,12
443,1,1,1,0,4,5,9,-1,-9,-10,-1.11111
444,1,1,1,0,-2,0,-2,-5,2,-3,1.5
445,1,1,1,0,-8,-4,-12,-4,-6,-10,0.833333
446,1,1,1,0,-20,1,-19,-21,1,-20,1.05263
447,1,1,1,0,-4,4,0,2,2,4,0
448,1,1,1,0,-13,-3,-16,5,-7,-2,0.125
449,1,1,1,0,0,-2,-2,3,6,9,-4.5
450,1,1,1,0,-5,0,-5,-15,3,-12,2.4
451,1,1,1,0,0,-2,-2,7,15,22,-11
452,1,1,1,0,-4,-1,-5,20,-3,17,-3.4
453,1,1,1,0,25,-2,23,-21,-2,-23,-1
454,1,1,1,0,12,2,14,9,-11,-2,-0.142857
455,1,1,1,0,-1,0,-1,9,3,12,-12
456,1,1,1,0,-13,-4,-17,8,1,9,-0.529412
457,1,1,1,0,2,0,2,-15,0,-15,-7.5
458,1,1,1,0,-24,-2,-26,-4,-7,-11,0.423077
459,1,1,1,0,15,3,18,0,-6,-6,-0.333333
460,1,1,1,0,4,3,7,1,5,6,0.857143
461,1,1,1,0,6,-1,5,0,0,0,0
462,1,1,1,0,7,0,7,13,1,14,2
463,1,1,1,0,12,-1,11,39,11,50,4.54545
464,1,1,1,0,9,-1,8,-7,5,-2,-0.25
465,1,1,1,0,-29,-1,-30,-13,-15,-28,0.933333
466,1,1,1,0,14,-2,12,-9,5,-4,-0.333333
467,1,1,1,0,10,1,11,-1,6,5,0.454545
468,1,1,1,0,31,-4,27,-8,-6,-14,-0.518519
469,1,1,1,0,13,2,15,-3,0,-3,-0.2
470,1,1,1,0,-11,0,-11,-11,10,-1,0.0909091
471,1,1,1,0,0,3,3,4,-6,-2,-0.666667
472,1,1,1,0,18,1,19,26,14,40,2.10526
473,1,1,1,0,-33,1,-32,14,2,16,-0.5
474,1,1,1,0,-14,-1,-15,21,3,24,-1.6
475,1,1,1,0,3,-1,2,17,7,24,12
476,1,1,1,0,-3,3,0,2,-3,-1,0
477,1,1,1,0,10,-1,9,-27,6,-21,-2.33333
478,1,1,1,0,7,2,9,-3,6,3,0.333333
479,1,1,1,0,0,-1,-1,6,0,6,-6
480,1,1,1,0,-6,-1,-7,-9,3,-6,0.857143
481,1,1,1,0,-13,1,-12,4,-10,-6,0.5
482,1,1,1,0,-16,1,-15,0,-6,-6,0.4
483,1,1,1,0,2,-2,0,10,-10,0,0
484,1,1,1,0,-10,1,-9,-8,6,-2,0.222222
485,1,1,1,0,13,2,15,2,-4,-2,-0.133333
486,1,1,1,0,-5,-2,-7,11,-8,3,-0.428571
487,1,1,1,0,9,0,9,17,-1,16,1.77778
488,1,1,1,0,10,2,12,27,3,30,2.5
489,1,1,1,0,13,5,18,7,-1,6,0.333333
490,1,1,1,0,-24,0,-24,2,7,9,-0.375
491,1,1,1,0,-7,4,-3,35,1,36,-12
492,1,1,1,0,-2,1,-1,-2,4,2,-2
493,1,1,1,0,5,0,5,16,-5,11,2.2
494,1,1,1,0,-1,-1,-2,-17,1,-16,8
495,1,1,1,0,3,-1,2,-24,3,-21,-10.5
496,1,1,1,0,0,-1,-1,13,0,13,-13
497,1,1,1,0,-8,-1,-9,-5,-5,-10,1.11111
498,1,1,1,0,-4,1,-3,21,-2,19,-6.33333
499,1,1,1,0,24,-1,23,26,-3,23,1
500,1,1,1,0,-15,1,-14,14,15,29,-2.07143
501,1,1,1,0,18,2,20,3,0,3,0.15
502,1,1,1,0,13,-3,10,2,-1,1,0.1
503,1,1,1,0,-20,-2,-22,-16,-6,-22,1
504,1,1,1,0,25,0,25,-4,-4,-8,-0.32
505,1,1,1,0,-19,1,-18,-5,-9,-14,0.777778
506,1,1,1,0,1,3,4,11,-2,9,2.25
507,1,1,1,0,-25,0,-25,-2,-2,-4,0.16
508,1,1,1,0,-9,2,-7,-18,16,-2,0.285714
509,1,1,1,0,30,3,33,-20,-3,-23,-0.69697
510,1,1,1,0,5,-2,3,-7,-4,-11,-3.66667
511,1,1,1,0,-14,-2,-16,23,1,24,-1.5
512,1,1,1,0,12,0,12,-17,-5,-22,-1.83333
513,1,1,1,0,10,0,10,-7,-3,-10,-1
514,1,1,1,0,-12,0,-12,10,2,12,-1
515,1,1,1,0,-24,1,-23,-6,-6,-12,0.521739
516,1,1,1,0,-33,1,-32,-10,-6,-16,0.5
517,1,1,1,0,-6,2,-4,-13,-8,-21,5.25
518,1,1,1,0,9,1,10,2,10,12,1.2
519,1,1,1,0,8,0,8,1,2,3,0.375
520,1,1,1,0,4,-1,3,-3,-1,-4,-1.33333
521,1,1,1,0,16,1,17,14,1,15,0.882353
522,1,1,1,0,14,1,15,13,8,21,1.4
523,1,1,1,0,2,-2,0,-3,-6,-9,0
524,1,1,1,0,-9,0,-9,-3,2,-1,0.111111
525,1,1,1,0,32,2,34,16,-11,5,0.147059
526,1,1,1,0,-54,-1,-55,16,-6,10,-0.181818
527,1,1,1,0,15,0,15,-5,-6,-11,-0.733333
528,1,1,1,0,-9,2,-7,-11,7,-4,0.571429
529,1,1,1,0,23,0,23,-7,-5,-12,-0.521739
530,1,1,1,0,-17,-1,-18,-21,-4,-25,1.38889
531,1,1,1,0,-25,-4,-29,-10,-13,-23,0.793103
532,1,1,1,0,1,-2,-1,-9,-1,-10,10
533,1,1,1,0,-8,-1,-9,-17,10,-7,0.777778
534,1,1,1,0,16,0,16,8,-1,7,0.4375
535,1,1,1,0,-1,-1,-2,-13,-6,-19,9.5
536,1,1,1,0,-18,2,-16,-19,2,-17,1.0625
537,1,1,1,0,-34,0,-34,7,-3,4,-0.117647
538,1,1,1,0,-17,-3,-20,-19,-3,-22,1.1
539,1,1,1,0,-1,-2,-3,14,10,24,-8
540,1,1,1,0,-5,-3,-8,9,-7,2,-0.25
541,1,1,1,0,2,0,2,5,-15,-10,-5
542,1,1,1,0,-25,3,-22,-8,6,-2,0.0909091
543,1,1,1,0,11,1,12,-4,1,-3,-0.25
544,1,1,1,0,3,-3,0,-29,0,-29,0
545,1,1,1,0,23,0,23,-15,-9,-24,-1.04348
546,1,1,1,0,-23,2,-21,23,2,25,-1.19048
547,1,1,1,0,0,-1,-1,3,5,8,-8
548,1,1,1,0,33,1,34,-16,-5,-21,-0.617647
549,1,1,1,0,0,3,3,-4,5,1,0.333333
550,1,1,1,0,-25,-1,-26,0,1,1,-0.0384615
551,1,1,1,0,-4,-1,-5,9,0,9,-1.8
552,1,1,1,0,-18,-2,-20,-10,0,-10,0.5
553,1,1,1,0,0,-1,-1,25,3,28,-28
554,1,1,1,0,5,1,6,27,2,29,4.83333
555,1,1,1,0,-9,-1,-10,-16,8,-8,0.8
556,1,1,1,0,-9,-4,-13,17,7,24,-1.84615
557,1,1,1,0,6,2,8,11,-4,7,0.875
558,1,1,1,0,-3,1,-2,17,5,22,-11
559,1,1,1,0,7,-1,6,3,8,11,1.83333
560,1,1,1,0,6,-4,2,20,8,28,14
561,1,1,1,0,-22,-3,-25,35,-3,32,-1.28
562,1,1,1,0,-6,1,-5,15,-2,13,-2.6
563,1,1,1,0,-12,-3,-15,10,1,11,-0.733333
564,1,1,1,0,3,1,4,-10,4,-6,-1.5
565,1,1,1,0,11,-1,10,-3,1,-2,-0.2
566,1,1,1,0,-4,0,-4,-3,-5,-8,2
567,1,1,1,0,-2,-1,-3,-19,1,-18,6
568,1,1,1,0,-5,-2,-7,-7,3,-4,0.571429
569,1,1,1,0,1,0,1,-15,-8,-23,-23
570,1,1,1,0,-29,-3,-32,-20,-4,-24,0.75
571,1,1,1,0,-10,-2,-12,-7,0,-7,0.583333
572,1,1,1,0,-28,-3,-31,12,-2,10,-0.322581
573,1,1,1,0,9,-1,8,9,-6,3,0.375
574,1,1,1,0,-5,0,-5,4,-5,-1,0.2
575,1,1,1,0,8,-2,6,-8,3,-5,-0.833333
576,1,1,1,0,2,1,3,4,-5,-1,-0.333333
577,1,1,1,0,-8,0,-8,0,0,0,-0
578,1,1,1,0,20,2,22,-4,4,0,0
579,1,1,1,0,14,0,14,0,7,7,0.5
580,1,1,1,0,20,-2,18,6,-7,-1,-0.0555556
581,1,1,1,0,-3,2,-1,-2,-2,-4,4
582,1,1,1,0,-11,-1,-12,3,9,12,-1
583,1,1,1,0,-3,2,-1,-2,-5,-7,7
584,1,1,1,0,26,-1,25,-25,-8,-33,-1.32
585,1,1,1,0,3,-3,0,-19,4,-15,0
586,1,1,1,0,-3,-3,-6,7,12,19,-3.16667
587,1,1,1,0,-21,0,-21,-10,2,-8,0.380952
588,1,1,1,0,12,1,13,-4,4,0,0
589,1,1,1,0,12,2,14,-8,-2,-10,-0.714286
590,1,1,1,0,-1,-1,-2,-10,8,-2,1
591,1,1,1,0,10,2,12,3,-6,-3,-0.25
592,1,1,1,0,18,-1,17,6,7,13,0.764706
593,1,1,1,0,-4,-2,-6,-12,1,-11,1.83333
594,1,1,1,0,-18,-2,-20,-14,-1,-15,0.75
595,1,1,1,0,-25,1,-24,17,3,20,-0.833333
596,1,1,1,0,49,-3,46,21,-1,20,0.434783
597,1,1,1,0,8,0,8,0,-4,-4,-0.5
598,1,1,1,0,-2,2,0,-3,14,11,0
599,1,1,1,0,5,0,5,1,-3,-2,-0.4
600,1,1,1,0,13,0,13,-3,10,7,0.538462
601,1,1,1,0,5,-1,4,23,-10,13,3.25
602,1,1,1,0,-15,-1,-16,-15,-5,-20,1.25
603,1,1,1,0,11,-1,10,-2,-3,-5,-0.5
604,1,1,1,0,17,0,17,21,14,35,2.05882
605,1,1,1,0,-11,1,-10,7,6,13,-1.3
606,1,1,1,0,-14,0,-14,28,4,32,-2.28571
607,1,1,1,0,-11,1,-10,-19,2,-17,1.7
608,1,1,1,0,14,-1,13,-8,7,-1,-0.0769231
609,1,1,1,0,-34,2,-32,23,-5,18,-0.5625
610,1,1,1,0,-5,-3,-8,-4,-2,-6,0.75
611,1,1,1,0,6,-3,3,21,-2,19,6.33333
612,1,1,1,0,-8,5,-3,1,-9,-8,2.66667
613,1,1,1,0,-12,0,-12,-3,2,-1,0.0833333
614,1,1,1,0,21,1,22,21,6,27,1.22727
615,1,1,1,0,4,0,4,-5,-6,-11,-2.75
616,1,1,1,0,25,2,27,9,2,11,0.407407
617,1,1,1,0,-7,4,-3,-26,-12,-38,12.6667
618,1,1,1,0,10,0,10,12,-4,8,0.8
619,1,1,1,0,-1,0,-1,1,-12,-11,11
620,1,1,1,0,29,-3,26,-7,-9,-16,-0.615385
621,1,1,1,0,20,7,27,-27,0,-27,-1
622,1,1,1,0,7,-2,5,-10,5,-5,-1
623,1,1,1,0,2,1,3,2,4,6,2
624,1,1,1,0,23,-1,22,4,-7,-3,-0.136364
625,1,1,1,0,3,5,8,22,-1,21,2.625
626,1,1,1,0,-3,2,-1,9,4,13,-13
627,1,1,1,0,1,1,2,-14,-6,-20,-10
628,1,1,1,0,8,1,9,-15,5,-10,-1.11111
629,1,1,1,0,8,1,9,1,4,5,0.555556
630,1,1,1,0,5,-1,4,-9,-9,-18,-4.5
631,1,1,1,0,-4,2,-2,14,-6,8,-4
632,1,1,1,0,22,3,25,-4,2,-2,-0.08
633,1,1,1,0,-8,-2,-10,13,4,17,-1.7
634,1,1,1,0,3,1,4,-17,-1,-18,-4.5
635,1,1,1,0,-13,5,-8,-2,-3,-5,0.625
636,1,1,1,0,-22,2,-20,31,-11,20,-1
637,1,1,1,0,13,1,14,1,-4,-3,-0.214286
638,1,1,1,0,-29,1,-28,-5,0,-5,0.178571
639,1,1,1,0,-6,3,-3,-3,-3,-6,2
640,1,1,1,0,1,-1,0,9,8,17,0
641,1,1,1,0,-1,0,-1,-14,0,-14,14
642,1,1,1,0,15,1,16,15,0,15,0.9375
643,1,1,1,0,-3,-1,-4,12,0,12,-3
644,1,1,1,0,-8,-2,-10,38,-1,37,-3.7
645,1,1,1,0,1,0,1,6,6,12,12
646,1,1,1,0,-12,0,-12,3,7,10,-0.833333
647,1,1,1,0,-44,-2,-46,8,7,15,-0.326087
648,1,1,1,0,11,-1,10,1,-3,-2,-0.2
649,1,1,1,0,17,-2,15,8,-1,7,0.466667
650,1,1,1,0,-15,0,-15,6,-3,3,-0.2
651,1,1,1,0,7,0,7,-12,2,-10,-1.42857
652,1,1,1,0,17,2,19,10,-1,9,0.473684
653,1,1,1,0,4,0,4,21,-4,17,4.25
654,1,1,1,0,23,4,27,-2,3,1,0.037037
655,1,1,1,0,3,0,3,2,9,11,3.66667
656,1,1,1,0,-14,-3,-17,34,-8,26,-1.52941
657,1,1,1,0,15,1,16,-4,15,11,0.6875
658,1,1,1,0,15,0,15,0,5,5,0.333333
659,1,1,1,0,-12,3,-9,-6,-2,-8,0.888889
660,1,1,1,0,-17,0,-17,15,0,15,-0.882353
661,1,1,1,0,-13,-2,-15,1,4,5,-0.333333
662,1,1,1,0,-33,1,-32,20,-7,13,-0.40625
663,1,1,1,0,-34,0,-34,11,3,14,-0.411765
664,1,1,1,0,-4,0,-4,-26,6,-20,5
665,1,1,1,0,-10,-1,-11,7,-3,4,-0.363636
666,1,1,1,0,-9,2,-7,3,-9,-6,0.857143
667,1,1,1,0,21,1,22,11,-4,7,0.318182
668,1,1,1,0,-13,-2,-15,1,-1,0,-0
669,1,1,1,0,-9,-1,-10,-11,3,-8,0.8
670,1,1,1,0,-38,-2,-40,14,2,16,-0.4
671,1,1,1,0,1,4,5,-4,11,7,1.4
672,1,1,1,0,19,-2,17,18,4,22,1.29412
